Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,Sally Field addresses members of Congress about osteoporosis during national osteoporosis awareness month,,,,,,,,,
,,GlaxoSmithKline's Hib-MenCY-TT combination vaccine meets phase II study endpoints of immunogenicity and safety compared to licensed vaccines,,,,,,,,,
,,Cervarix® data show that higher levels of antibodies in the bloodstream correlate to higher levels in cervico-vaginal secretions,,,,,,,,,
,,Fabre-Kramer refiles gepirone ER with the FDA for the treatment of major depressive disorder,,,,,,,,,
,,GlaxoSmithKline's investigational DTaP-IPV combination vaccine shown to be immunogenic and well-tolerated in Phase III clinical trial,,,,,,,,,
,,GlaxoSmithKline supports World Health Organization efforts to strengthen global pandemic preparedness plans,,,,,,,,,
,,Trexima™ (sumatriptan/naproxen sodium) provided relief of both traditional and non-traditional migraine symptoms,,,,,,,,,
,,FDA Advisory Committee finds substantial evidence to support Advair 500/50 in reducing COPD exacerbations,,,,,,,,,
,,New data shows once a day Lamictal® XR™ is effective in treating patients with partial seizures,,,,,,,,,
,,GlaxoSmithKline and Wellcome Trust announce partnership to target drug-resistant hospital infections,,,,,,,,,
,,FDA approves once-daily Veramyst (fluticasone furoate) Nasal Spray for treatment of seasonal and year-round allergy symptoms in adults and children as young as two years,,,,,,,,,
,,Results announcement for the first quarter 2007,,,,,,,,,
,,GlaxoSmithKline receives Japanese approval for two major new product opportunities: Seretide/Advair and Arixtra,,,,,,,,,
,,"Community health charities receive £265,000 in recognition of their work from GlaxoSmithKline",,,,,,,,,
,,"Cervarix®, GSK cervical cancer candidate vaccine, demonstrates 100 percent protection against precancerous lesions caused by cancer-causing human papillomavirus types 16 & 18 for more than five years",,,,,,,,,
,,"GSK initiates repeat dosing study of its novel oral platelet growth factor, eltrombopag, in ITP",,,,,,,,,
,,"GSK announces FDA approval of Altabax (retapamulin ointment), 1%",,,,,,,,,
,,GSK and Adolor announce preliminary results from phase 3 Safety study of Alvimopan (Entereg/Entrareg),,,,,,,,,
,,"Once daily, extended-release ropinirole improves Parkinson's symptoms in patients not optimally controlled with levodopa",,,,,,,,,
,,Trexima (sumatriptan/naproxen sodium) superior efficacy data published in JAMA,,,,,,,,,
,,"GlaxoSmithKline KK seeks approval in Japan for lapatinib, a new treatment for breast cancer",,,,,,,,,
,,FDA approves accelerated dosing schedule for GlaxoSmithKline's Twinrix,,,,,,,,,
,,GlaxoSmithKline files meningococcal conjugate vaccine,,,,,,,,,
,,GlaxoSmithKline submits biologics license application to US Food and Drug Administration for Cervarix,,,,,,,,,
,,GlaxoSmithKline appoints Zhi Hong to head infectious-diseases research centre,,,,,,,,,
,,New study indicates nicotine patches may be safe for helping patients with coronary artery disease to quit smoking,,,,,,,,,
,,GlaxoSmithKline announces Altargo receives positive opinion in Europe for treatment of impetigo and other skin infections,,,,,,,,,
,,GSK giving figures exceed £300 million for fourth year running: medicines for Lymphatic Filariasis elimination valued at £16 million,,,,,,,,,
,,GSK announces nationwide availability of once-a-day Coreg CR for the treatment of three key cardiovascular conditions,,,,,,,,,
,,FiberChoice plus multivitamins issues allergy alert,,,,,,,,,
,,FDA approves Tykerb (lapatinib) in combination with Xeloda (capecitabine) for the treatment of advanced or metastatic breast cancer in women who have progressed on prior therapy,,,,,,,,,
,,New JACC analysis details cardiovascular protective benefits of carvedilol in heart failure patients,,,,,,,,,
,,New studies indicate GSK's pre-pandemic influenza vaccine can protect against different strains of H5N1,,,,,,,,,
,,Study published in New England Journal of Medicine: Vaccine 95.5% effective against neglected hepatitis E,,,,,,,,,
,,New data show fluticasone furoate nasal spray effectively treated nasal symptoms of allergic rhinitis,,,,,,,,,
,,GSK initiates first global Phase III study of Tykerb (lapatinib) in head and neck cancer,,,,,,,,,
,,"Landmark study shows important benefits of Seretide treatment for patients with fatal lung disease, COPD",,,,,,,,,
,,GlaxoSmithKline acquires exclusive rights to over-the-counter orlistat for markets outside the US from Roche Group,,,,,,,,,
,,OFT market study into the Pharmaceutical Price Regulation Scheme,,,,,,,,,
,,GlaxoSmithKline successfully completes tender offer for shares of Praecis Pharmaceuticals,,,,,,,,,
,,GlaxoSmithKline Diseases of the Developing World ad campaign receives industry award,,,,,,,,,
,,WHO awards prequalification status to GSK rotavirus vaccine,,,,,,,,,
,,GlaxoSmithKline and Human Genome Sciences announce initiation of Phase 3 clinical trial of Lymphostat-B in systemic lupus erythematosus,,,,,,,,,
,,GlaxoSmithKline offers new tools to help patients get free medicines,,,,,,,,,
,,GlaxoSmithKline plc announces change to the Board of Directors,,,,,,,,,
,,GlaxoSmithKline commends $1.5 billion advance market commitment for pneumococcal vaccines,,,,,,,,,
,,Full-year results announcement 2006,,,,,,,,,
,,GlaxoSmithKline and XenoPort announce agreement on late-stage compound for RLS and neuropathic pain,,,,,,,,,
,,GlaxoSmithKline and Fabre-Kramer Pharmaceuticals enter global agreement for new treatment of major depressive disorder,,,,,,,,,
,,FDA approves alli (orlistat 60 mg capsules) over-the-counter,,,,,,,,,
,,GlaxoSmithKline accepts shares in tender offer for shares of Praecis Pharmaceuticals and commences subsequent offering period,,,,,,,,,
,,GlaxoSmithKline receives approvable letter for new indications for Arixtra (fondaparinux sodium) injection,,,,,,,,,
,,Valtrex (valacyclovir) - US patent litigation update,,,,,,,,,
,,GlaxoSmithKline statement - BBC Panorama - 29 January 2007,,,,,,,,,
,,GlaxoSmithKline files its new pre-pandemic influenza vaccine in Europe,,,,,,,,,
,,GlaxoSmithKline initiates head-to-head study of cervical cancer vaccines,,,,,,,,,
,,GlaxoSmithKline awarded $63 million HHS contract for pandemic vaccine research and development: Company begins government and retail shipments of its antiviral Relenza,,,,,,,,,
,,GlaxoSmithKline receives first European approval for Wellbutrin XR,,,,,,,,,
,,GlaxoSmithKline commences tender offer to acquire Praecis Pharmaceuticals,,,,,,,,,
