Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158
,Net Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4987,5106,5137,6882,4307,4616,6091,7349,4902,5178,7846,11219,9497,10394,9194,10285,7465,6687,4395,4652,8374.144499999999,9658,11583,13288.690000000002,12369,13465,15688,20838,16644,18337,21663,23098.4916,,,,,,,,,,-124.0,-55.0,262.0,606.0,1000.0,53.0,1500.0,2940.0,3688.0,10217.0,15934.0,22111.0,23485.0,29146.0,39370.0,39681.26780000001,54420.15280000001,76609.88420592,99773.03033689709,115705.13370942223,130209.55337487676,145745.51004383236,157422.83181066113,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646,169610.96978071646
,EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6933786078098472,1.7426621160409557,1.763474081702712,2.3846153846153846,1.4980869565217392,1.6055652173913044,2.119345859429367,2.559735283873215,1.709205020920502,1.7985411601250434,2.713939813213421,3.882006920415225,3.2952810548230396,3.6127911018421965,3.2158097236796084,3.6745266166488033,2.722465353756382,2.4647991153704387,1.6356531447711202,1.7621212121212122,3.172024431818181,3.6975497702909648,4.3858386974630825,5.0527338403041835,4.712,5.159003831417625,6.033846153846154,8.017699115044248,6.4262548262548265,7.135019455252919,8.422628304821151,8.98075101088647,,,,,,,,,,,,,0.42857142857142855,0.6631299734748011,0.024469067405355493,0.5959475566150179,1.1036036036036037,1.2926743778478795,3.492991452991453,5.48502438635164,7.569667921944539,8.165855354659248,10.092105263157896,13.770549143057012,14.721301354108704,20.189260916342057,29.369324978309372,38.24919698558447,44.3569613607139,49.91740593248103,55.87330268117016,60.349945106636426,65.02241509707359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945,2930,2913,2886,2875,2875,2874,2871,2868,2879,2891,2890,2882,2877,2859,2799,2742,2713,2687,2640,2640,2612,2641,2630,2625,2610,2600,2599,2590,2570,2572,2572,,,,,,,,,,,,,1414.0,1508.0,2166.0,2517.0,2664.0,2853.0,2925.0,2905.000758,2921.0,2876.0,2888.0,2859.0,2695.5,2695.5,2608.5,2608.5,2608.5,2608.5,2608.5,2608.5,2608.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25998662878154777,0.2762451817700855,0.2859328331026445,0.2464230814709707,0.17642767128739134,0.10665640175293145,0.21629277135735325,0.33156247035385644,0.47550318543158365,0.5560014983678494,0.35118770377270603,0.19945141065830718,0.06637117420045091,-0.008769818069264357,-0.044674250258531556,-0.044726916337501144,0.02640819836606001,0.110228297828048,0.2320848668542974,0.2470387066687394,0.2726479315761914,0.2210069064658271,0.18868974404029748,0.20627757971628724,0.16071869428062002,0.21614496685521223,0.2624602724876197,0.1200000000000001,,,,,,,,22.56020942408377,4.333333333333333,2.1875,0.7777777777777777,1.8566176470588234,1.5405405405405403,0.8799392097264438,0.37132848288870934,0.5468657889565729,0.5835873983739837,0.43815177282207607,0.5416108879964301,0.4709096171937188,0.37352716896661997,0.26610910132884413,0.21596390228722573,0.3718257430349561,-0.011193175554782941,0.15686610810486323,0.2194127545385134,0.1870103343465046,0.10000000000000009,0.08000000000000007,0.08000000000000007,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,US Revenue y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4198591717388709,0.4754387901534385,0.31097316780136164,0.14539923954372624,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ad Volume y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ad Pricing y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.14,-0.18,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reality y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22315202231520215,0.30149812734082393,0.4819672131147541,-0.489247311827957,-0.17103762827822122,-0.5122302158273382,-0.3893805309734514,-0.26315789473684215,0.4731774415405776,0.29793510324483785,0.2789855072463767,0.2857142857142858,0.011204481792717047,-0.0636363636363636,0.04815864022662897,-1,-1,,,,,,,,,,,,,,,,,,,,,,,1.2734530938123751,0.9964881474978051,-0.050571679859278795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OpEx y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38761368557817244,0.4610885297908198,0.3847029600496792,0.35019008045265676,0.27450062421972543,0.1826570769439544,-0.09999999999999998,-0.03143006809848092,-0.13138239255540585,-0.0802065404475043,0.32853310744035014,0.14359113034072468,0.11812799548914565,0.009293912175648789,0.07438894792773643,0.09860487112792615,0.35533282904689867,0.1700142142018417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8389603877653351,0.8326657093190235,0.8238508049828804,0.8346931536005676,0.813225442727333,0.8041572900627739,0.8212667119873103,0.8343610663124941,0.8049839318937814,0.7950981966072671,0.8046576618537494,0.8144058136221146,0.8039432960146727,0.8143205970354576,0.801068597035505,0.8114698108164295,0.7848287229468253,0.8198598292970647,0.7937504510355777,0.7408363127623193,0.7899999999999999,0.8142129441545048,0.8181338956246705,0.79,0.8178576326978466,0.8129559007959868,0.8183005247727216,0.8173194171747442,0.8210521340454696,0.821302298173247,0.820342687639046,0.83,,,,,,,,,,,,,,,,,,,,,0.8324617643898421,0.8193699874110641,0.8058279532367824,0.8079437627725157,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45537355841551064,0.4431259919885118,0.42114081736723247,0.4623388908596429,0.4189825562114479,0.39239606774843067,0.40703602991162474,0.4201688644341144,0.3322433331454023,0.3190988387649168,0.37447601304145317,0.45507979481333716,0.43475602766420846,0.42531898063761736,0.35928990003447087,0.37376377297971547,0.30543213415508097,0.2899868156269516,0.204373240961247,0.19894295041193844,0.36964391691394655,0.3519484983905747,0.4026240262402624,0.3903091421305877,0.3790426553284872,0.38000051188861306,0.4274557146024785,0.4828975922289966,0.414874509618566,0.43019193534809325,0.4007454822216151,0.48064438506621004,,,,,,,,,,,,,,,,,,,,,0.4461656936136681,0.41000325332050863,0.3800500203571221,0.39645040660058173,0.4149918959943058,0.48500203853196056,0.5556200911854103,0.604901724953806,0.6310781841218325,0.6506076198284549,0.6676444360239543,0.6789061065921911,0.6889911022493084,,,,NPV,1774326.4429682596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11105169340463458,0.12985685071574643,0.1310893098782138,0.13662024840045164,0.33972098727579336,0.32435597189695553,0.1689179969982262,0.19849492856363835,0.16362395495649207,0.15543956940140272,0.03528833148899545,0.14063577173496744,0.17438928975049986,0.16934388236234316,0.1297681022243256,0.19028499448905684,0.1619892231701841,0.18311751771316884,0.21180057388809181,0.24345422019840623,0.19,0.13482038878437697,0.1738231098430813,0.17357299798690146,0.12789959811041388,0.10863233152389778,0.11973964762652901,0.11527193988027003,0.09454901534109456,0.10699327943897925,0,0.15,,,,,,,,,,,,,,,,,,,,,0.12814952091794488,0.21222997450690997,0.12157926461723931,0.16737162676592504,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64833,54773,50665,47025,38382,37016,33681,41272,48882,53159,45951,45898,48148,55059,47569,40227,40688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROIC,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68188,70561,70473,64833,54773,50665,47025,48304,46939,43606,59654,67265,71544,64338,64287,76971,83885,76398,69059,69522,,,,,,,,,,,,,,,,,,,,,,,,,54773.0,46939.0,101359.15280000001,177969.03700592002,277742.0673428171,393447.2010522393,523656.754427116,669402.2644709484,826825.0962816095,996436.066062326,,,,Share,689.8625361462906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11335,10276,11698,12088,14039,11390,11525,11227,13466,11044,12511,12944,16169,13430,14505,14700,16994,14514,16561,17297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upside,0.013014003151675002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,2827,4919,5258,4629,3985,3973,5312,5345,4000,3603,4311,3793,3780,3846,5467,5236,5483,9981,11373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45633,47720,50909,53726,57809,61582,67588,73738,79518,84156,87949,91772,96587,98908,102959,112162,121346,133567,147039,160270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9348,10202,10525,11063,12155,12241,14130,13641,12673,12899,12955,13033,13294,13555,14058,14812,14922,15505,15662,17372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19673,19561,19733,19430,19831,20833,21194,21143,21203,21598,21515,21481,21442,20654,20654,20654,20654,20654,20654,21158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2758,2376,2352,3187,2751,3522,4344,5529,6583,7188,8501,5468,6794,8179,9929,11642,13017,14092,15788,6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159316,163523,170609,169585,165987,164218,169779,178894,185727,184491,206688,216274,229623,222844,230238,256408,276054,280213,294744,303844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,878,973,2195,4083,3246,4008,3871,4990,3672,3093,4372,4849,3785,3173,7656,7687,8512,10271,7798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Partners Payable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,1006,949,909,1052,935,982,975,1117,885,772,770,863,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10654,11614,12007,12640,13873,14053,16067,15978,16668,17650,17836,17834,18849,19246,19602,20224,20234,20690,20728,22226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11152,9411,11510,13158,14312,15226,15420,16036,19552,19345,24660,23929,24625,22640,21914,23658,23967,23402,25057,27047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,382,391,464,561,520,532,514,0,,,,,0,0,0,0,0,0,11738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9922,9923,9925,18382,18383,18385,18387,18389,28823,28826,28829,28832,28834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6414,6575,6552,6859,7227,7010,7003,7504,7764,8219,7912,8113,8884,9257,10397,11518,12703,13751,14786,12135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50018,51160,52845,54334,55811,57512,59929,62092,64444,66535,69159,71224,73253,75391,78270,80749,83228,85568,88496,92330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AOCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,154,285,-207,-693,-1996,-3411,-5054,-3530,-2981,-3106,-3556,-2155,-2655,-2695,-1192,-3097,-1865,229,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Retained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77345,82343,85097,79233,69761,67712,69249,67056,64799,61241,67980,75205,82070,76793,81188,84972,102506,101326,106345,101577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159316,163523,170609,169585,165987,164218,169779,178894,185727,184491,206688,216274,229623,222844,230238,256408,276054,280213,294744,303844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9497,10394,9194,10285,7465,6687,4395,4652,8374.144499999999,9658,11583,13288.690000000002,12369,13465,15688,20838,16644,18337,21663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9497,10395,9193,10285,7465,6687,4395,4653,5709,7789,11583,14017,12369,13465,15688,20838,16644,18337,2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,1986,1995,2014,2156,1979,2175,2376,2524,2623,2859,3172,3374,3637,4027,4460,3900,4342,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,2549,2378,2406,2498,3351,3135,3008,3051,4060,3492,3424,3562,4616,4250,4262,4147,4834,5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,229,-786,748,-563,-453,-1097,-1173,-620,-1137,3049,-1161,-456,-1642,-1308,-1332,-993,-1170,19868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-22,-73,34,-221,189,516,3716,763,443,414,1223,174,35,-3,264,-231,175,-945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1409,-1890,1383,2617,2741,444,567,1931,2571,3531,-995,-1271,223,-741,2070,-504,559,-957,-2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12242,13247,14090,18104,14076,12197,9691,14511,13998,17309,20402,19404,19246,19370,24724,27988,24026,25561,29999,,,,,,,,,,,,,,698.0,1549.0,1612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4272,-4612,-4314,-5370,-5315,-7528,-9355,-8988,-6823,-6134,-6496,-7592,-6400,-8173,-8258,-14425,-12941,-16538,-18829,-20829,,,,,,,,,,,,,,,,,,,,,,,,,,,-37256.0,-69137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-602,-3324,4055,11720,1389,932,-311,1517,5,1543,467,1187,-2334,16,-354,-7081,-7069,-9358,-2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-259,-71,-521,-853,-363,-35,-60,75,-612,-48,-67,0,-141,-8,8,0,-62,-753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4874,-8195,-330,5829,-4779,-6959,-9701,-7531,-6743,-5203,-6077,-6472,-8734,-8298,-8620,-21498,-20010,-25958,-21848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
