Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,9: Shows biosensor analysis (Biacore T100) of the interaction of small-molecule fusion inhibitors with detergent solubilized icd-GPC,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,10: Shows inhibition of pH-induced cell-cell fusion,,,,,,,,,,,,,,,,,,,
,,ST-375 is a dansyl analogue of ST-294 that inhibits JUNV GPC-mediated cell-cell fusion at an EC50 similar to that of its parent (0.6 and 1.5 µM for ST-375 and ST-294),,,,,,,,,,,,,,,,,,,
,,"Each line denotes fusion inhibition by a small molecule as indicated by the symbols: ST-294 (filled squares), ST-761 (open squares), ST-193 (open circles), ST-375 (closed circles), and 17C8 (open diamonds)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,11: Shows competitive binding of small-molecule fusion inhibitors to icd-GPC,,,,,,,,,,,,,,,,,,,
,,"Determined that bound ST-375 was displaced from icd-GPC in a time- and concentration-dependent manner by ST-294 as well as by ST-761 and ST-193, but not by ST-161",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"ST-294, has been identified to potently and selectively inhibit NWA viruses in vitro including the 3 NIAID/CDC Category A viruses (Junin, Machupo, and Guanarito viruses)",,,,,,,,,,,,,,,,,,,
,,Also evaluated for stability in S9 liver extracts and for it's pharmacokinetic properties and was found to be metabolically stable and orally bioavailable,,,,,,,,,,,,,,,,,,,
,,Preliminary study showed significant protection against Tacaribe virus induced disease in newborn mice - apparent that this series of compounds targets GP2 and are viral entry inhibitors,,,,,,,,,,,,,,,,,,,
,,"Apparent that the drug binds to virus and is carried over during dilutions (could potentially have an effect when titrating virus samples during other experiments, but wasn't enough drug carry over to affect the titers due to high dilution)",,,,,,,,,,,,,,,,,,,
,,"Since ST-294 has better S9 stability than ST-336 does, thought that metabolism occurs at the methyl group on the aromatic ring",,,,,,,,,,,,,,,,,,,
,,"The benzylic position is susceptible to oxidation - when there is no benzylic hydrogen present as in ST-294, oxidation is blocked and thus eliminates the fastest metabolism pathway",,,,,,,,,,,,,,,,,,,
,,"Addition of the difluoromethoxy group in ST-294 gave this compound increased S9 stability, but did not reduce antiviral activity",,,,,,,,,,,,,,,,,,,
,,"Not known whether ST-294 can cross the blood brain barrier (mice appear to die of a neurological disease, indicated by hind quarter paralysis)",,,,,,,,,,,,,,,,,,,
,,"Drug levels and half-life in newborn mice is not as good as oral dosing in rats -  guinea pigs and non-human primates more appropriate (virus replication in spleen, lymph nodes and bone marrow)",,,,,,,,,,,,,,,,,,,
,,Also has the potential for prophylactic use since this drug appears to bind to the virus ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,7977365,benzimidazole derivatives and analogs for treatment of Arenaviruses,,,,,,,,,,,,,,,,,,,
,ST-193,Lassa virus,,,,,,,,,,,,,,,,,,,
,ST-600037,1A: Benzimidazole derivative ST-37 (left) was modified to generate ST-193 (right),,,,,,,,,,,,,,,,,,,
,ST-600193,1B: Inhibition of LASV GP- or VSVg-pseudotyped HIV infection with ST-37 or ST-193,,,,,,,,,,,,,,,,,,,
,,"Infectivity measured by luciferase reporter relative to controls with no compound -each point is an average of three replicates, with error bars designating standard deviation",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,2A: Schematic representation of LASV-LCMV chimeric GPs - predicted TMD and heptad repeat domains (HR1 and HR2) are indicated,,,,,,,,,,,,,,,,,,,
,,2B: Pseudotype infectivity as in FIG. 1 using the arenavirus GPs shown (representative experiment),,,,,,,,,,,,,,,,,,,
,,"Average IC50s±SEM for these constructs were: LASV, 0.0016±0.0003 μM; LCMV, 31±4 μM; LASVN-LCMVC, 13.6±2.2 μM; and LCMVN-LASVC, 0.0005±0.0003 μM",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,3A: Schematic representation of an arenavirus GP2 subunit and the sites of 193R variations,,,,,,,,,,,,,,,,,,,
,,"The TCRV amino acid sequence is shown for the region indicated, with sites identified as determinants of ST-193 sensitivity indicated with raised letters and numbering (TCRV GP amino acid numbering)",,,,,,,,,,,,,,,,,,,
,,Predicted TMD and heptad repeat domains (HR1 and HR2) are indicated (TMD is outlined in the sequence),,,,,,,,,,,,,,,,,,,
,,3B: Single amino acid variations that reduce ST-193 sensitivity in TCRV GP,,,,,,,,,,,,,,,,,,,
,,"Resistance is the fold change in IC50 as measured with TCRV GP-pseudotyped HIV, relative to wild-type, and averaged across at least four independent experiments (each in triplicate)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"4: Residues identified as ST-193 sensitivity determinants (FIG. 3) are in bold type, and the predicted TMD is indicated",,,,,,,,,,,,,,,,,,,
,,The highlighted residues at positions 421 and 425 are sensitivity determinants for which some sequence divergence is observed across the Arenaviridae family,,,,,,,,,,,,,,,,,,,
,,"LASV, Lassa fever strain Josiah (J04324); LCMV, lymphocytic choriomeningitis strain Armstrong 53b (AY847350); MACV, Machupo strain Carvallo (AY619643); JUNV, Junin strain MC2 (D10072); TCRV, Tacaribe strain TRVL 11598 (P31840); ",,,,,,,,,,,,,,,,,,,
,,"GTOV, Guanarito (NC—005077); SABV, Sabia (NC—006317); LATV, Latino strain Maru 10924 (AF485259); PICV, Pichinde (U77602); PIRV, Pirital (NC—005894); and WWAV, Whitewater Arroyo (AF228063)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Compound ST-600037 was identified as one of the most potent and selective compounds from within the pool of 25 quality hits,,,,,,,,,,,,,,,,,,,
,,Chemical analogs of this compound were obtained/synthesized and tested - ST-600193 displayed enhanced potency and selectivity relative to ST-600037,,,,,,,,,,,,,,,,,,,
,,ST-600193 is also a potent inhibitor of pseudotyped viral infection mediated by the envelopes of the New World arenaviruses Guanarito (EC50<1 nM) and Tacaribe (EC50=4 nM) - may be useful for arenaviruses other than Lassa fever,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,ST-193 antiviral activity against retroviral-based pseudotypes:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Phylogeny of,,,,,,,,,,,,,,,,,,
,,GP,GP Source,,,,IC50 (µM) ± SEM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Lassa,Old World arenavirus; Josiah strain,,,,0.0016 ± 0.0003,,,,,,,,,,,,,,
,,LCMV,Old World arenavirus; Armstrong 53b,,,,31 ± 4,,,,,,,,,,,,,,
,,Pichinde,"New World arenavirus, clade A",,,,2.6 ± 0.5,,,,,,,,,,,,,,
,,Junín,"New World arenavirus, clade B1",,,,0.0002 ± 0.00003 ,,,,,,,,,,,,,,
,,Machupo,"New World arenavirus, clade B1",,,,0.0023 ± 0.0013,,,,,,,,,,,,,,
,,Tacaribe,"New World arenavirus, clade B1",,,,0.004 ± 0.002,,,,,,,,,,,,,,
,,Guanarito,"New World arenavirus, clade B2",,,,0.00034 ± 0.00007,,,,,,,,,,,,,,
,,Sabia,"New World arenavirus, clade B3",,,,0.012 ± 0.003,,,,,,,,,,,,,,
,,VSV,rhabdovirus,,,,29 ± 2.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Site-directed mutagenesis of predicted ST-193 sensitivity determinants:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Site #1,Site #2,,,IC50 relative,,,,,,,,,,,,,,
,,GP,(421),(425),IC50 (µM) ± SEM,,to LASV,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LASV wt,Val,Val,0.0016 ± 0.0003,,1,,,,,,,,,,,,,,
,,LASV dbl,Met,Met,24 ± 3 ,,15200,,,,,,,,,,,,,,
,,LASV #1,Met,Val,1.4 ± 0.3,,850,,,,,,,,,,,,,,
,,LASV #2,Val,Met,6.1 ± 1.3,,3800,,,,,,,,,,,,,,
,,LCMV wt,Met,Met,31 ± 4,,19600,,,,,,,,,,,,,,
,,LCMV #1,Val,Met,27 ± 4 ,,16900,,,,,,,,,,,,,,
,,LCMV dbl,Val,Val,26 ± 4,,16200,,,,,,,,,,,,,,
,,Pichinde wt,Thr,Phe,2.6 ± 0.5,,1600,,,,,,,,,,,,,,
,,Pichinde #1,Val,Phe,0.046 ± 0.025,,29,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Observations and presence of multiple ST-193 sensitivity determinants within the fusogenic GP2 subunit suggest that ST-193 blocks GP-mediated entry at a post-attachment stage,,,,,,,,,,,,,,,,,,,
,,"ST-193 might prevent or perturb conformational rearrangement of GP, or inhibit lipid mixing, thereby preventing fusion with the host cell",,,,,,,,,,,,,,,,,,,
,,"Alternatively, ST-193 could interact with the membrane-proximal domain, in the 409-413 region identified following genetic selection",,,,,,,,,,,,,,,,,,,
,,Another possibility is that ST-193 might disrupt protein-protein interactions within or near the TMD,,,,,,,,,,,,,,,,,,,
,,"Sensitivity to at least three dissimilar antiviral compounds (ST-193, ST-294, and ST-761) has been mapped to the TMD region of GP2, with overlapping yet quite distinct patterns of genetic resistance",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8518960,benzenesulfonamide derivatives and analogs for treatment of Arenaviruses,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Molecular,EC50/90 (µM),,,Specificity,,,,,,,,
,,No.,Chemical Name,,,,Activity,,Weight,Yield,,,(µM),,Structure,,,,,,
,,1,N-(4-Diethylsulfamoyl-phenyl)-2-,,,,EC50 < 1 uM,,414.48,4.3/10.7 Den-1 0.3/5.2 ,,,1.2 Modoc >50 ,,,,,,,,
,,,(4-oxo-4H-quinazolin-3-yl)-acetamide,,,,,,,Den-2 1.0/8.2 Den-3 ,,,BVDV 0.3 C6/36,,,,,,,,
,,,,,,,,,,1.7/4.1 Den-4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6.2 Modoc >50 ,,,,,,,,
,,2,N-(5-Diethylsulfamoyl-2-methoxy-phenyl)-,,,,EC50 < 1 uM,,328.43,7.6/8.9 Den-1 0.3/4.1 ,,,BVDV 0.7 C6/36,,,,,,,,
,,,isobutyramide,,,,,,,Den-2 5.5/13.3 Den-3 ,,,,,,,,,,,
,,,,,,,,,,2.1/12.5 Den-4,,,,,,,,,,,
