Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
CALM US Equity,CAL-MAINE FOODS,34.32,3664503772.86
JNPR US Equity,JUNIPER NETWORKS,34.32,12804459294.2
ZBRA US Equity,ZEBRA TECH CORP,34.18,18917614667.4
AGS US Equity,PLAYAGS INC,34.05,454690089.3
NEM US Equity,NEWMONT CORP,34.04,62776000661.4
SITM US Equity,SITIME CORP,33.99,3783748675.3
RCM US Equity,R1 RCM INC,33.96,5977135287.84
UMH US Equity,UMH PROPERTIES I,33.94,1550124322.32
ORN US Equity,ORION GROUP HOLD,33.81,249669033.32
CBT US Equity,CABOT CORP,33.8,6045422741.67
APH US Equity,AMPHENOL CORP-A,33.8,79374674873.91
LQDT US Equity,LIQUIDITY SERVIC,33.59,701939853.01
AOSL US Equity,ALPHA & OMEGA SE,33.58,1008560155.28
CTLT US Equity,CATALENT INC,33.54,10887822120
VSTO US Equity,VISTA OUTDOOR,33.41,2304181910.85
CSV US Equity,CARRIAGE SERVICE,33.35,500818769.91
VLTO US Equity,VERALTO CORP,33.34,27050737608
PKG US Equity,PACKAGING CORP,33.25,19120934349
MO US Equity,ALTRIA GROUP INC,33.16,85976643887.92
AYI US Equity,ACUITY BRANDS,33.15,8375270014.37
MAPS US Equity,WM TECHNOLOGY IN,33.03,146062844.26
PTCT US Equity,PTC THERAPEUTICS,32.95,2818501588.8
ALHC US Equity,ALIGNMENT HEALTH,32.75,2186558382.78
USM US Equity,US CELLULAR CORP,32.72,4741180000
NOW US Equity,SERVICENOW INC,32.68,193096160000
TRN US Equity,TRINITY INDUSTRI,32.64,2819681107.2
OLP US Equity,ONE LIBERTY PROP,32.58,595822404.48
GMED US Equity,GLOBUS MEDICAL I,32.56,9561719353.92
MSGE US Equity,MADISON SQUARE G,32.53,2024642168.34
IBP US Equity,INSTALLED BUILDI,32.32,6753400965.78
SAVA US Equity,CASSAVA SCIENCES,32.3,1428730223.48
GTES US Equity,GATES INDUSTRIAL,32.04,4635777061.72
MIRM US Equity,MIRUM PHARMACEUT,31.98,1858672667.84
SRPT US Equity,SAREPTA THERAPEU,31.92,12131551348.14
PM US Equity,PHILIP MORRIS IN,31.87,187804477291.86
AVO US Equity,MISSION PRODUCE,31.81,943111113
CPPTL US Equity,COPPER PROPERTY,31.69,870000000
SHCR US Equity,SHARECARE INC,31.48,528064823.12
CL US Equity,COLGATE-PALMOLIV,31.48,84209001163.7
UTI US Equity,UNIVERSAL TECHNI,31.47,885742507.82
SPIR US Equity,SPIRE GLOBAL INC,31.46,265479817.8
RXST US Equity,RXSIGHT INC,31.4,2102394955.92
KLAC US Equity,KLA CORP,31.32,102008427944.7
FTNT US Equity,FORTINET INC,31.18,58729635088.3
MMSI US Equity,MERIT MEDICAL,31.07,5795241844.16
CMI US Equity,CUMMINS INC,31.02,42243566403.04
TMHC US Equity,TAYLOR MORRISON,30.97,7283367020.04
LILA US Equity,LIBERTY LATI-A,30.92,1857639000
VCEL US Equity,VERICEL CORP,30.78,2283335249.75
ONTO US Equity,ONTO INNOVATION,30.75,9872278874.47
HUBB US Equity,HUBBELL INC,30.75,22868612989.3
CSPI US Equity,CSP INC,30.71,123703215.58
HSII US Equity,HEIDRICK & STRUG,30.71,774092025.6
CBRE US Equity,CBRE GROUP INC-A,30.63,37262062374.4
RBA CN Equity,RB GLOBAL INC,30.54,15443529179.87
ITGR US Equity,INTEGER HOLDINGS,30.53,4336587380.07
TG US Equity,TREDEGAR CORP,30.5,243644525.36
CIEN US Equity,CIENA CORP,30.48,8482209456
ALKT US Equity,ALKAMI TECHNOLOG,30.47,3131897106.8
OLLI US Equity,OLLIE'S BARGAIN,30.44,6072875245.29
REGN US Equity,REGENERON PHARM,30.37,126221842740.87
WS US Equity,WORTHINGTON STEE,30.22,1815593278.62
VMEO US Equity,VIMEO INC,30.1,845566464.6
CORT US Equity,CORCEPT THERA,30.08,4414806815.25
POST US Equity,POST HOLDINGS IN,30.01,6689367451.74
JCI US Equity,JOHNSON CONTROLS,30,49499803980.9
LAMR US Equity,LAMAR ADVERTIS-A,29.87,13661360070.82
SGHT US Equity,SIGHT SCIENCES I,29.84,337058903.3
LENZ US Equity,LENZ THERAPEUTIC,29.84,615650329.35
RDFN US Equity,REDFIN CORP,29.65,1629339598.8
RL US Equity,RALPH LAUREN COR,29.63,11477986137.18
CR US Equity,CRANE CO,29.58,8720528073.93
TSCO US Equity,TRACTOR SUPPLY,29.44,29652074773.86
REPL US Equity,REPLIMUNE GROUP,29.42,745386430.36
BCO US Equity,BRINK'S CO/THE,29.36,4984527603.58
BBSI US Equity,BARRETT BUS SVCS,29.29,971278306.92
R US Equity,RYDER SYSTEM INC,29.2,6319344718
KIND US Equity,NEXTDOOR HOLDING,29.1,949446292.52
IDCC US Equity,INTERDIGITAL INC,29.08,3481728802.2
ATYR US Equity,ATYR PHARMA INC,29.08,137949080.36
KTB US Equity,KONTOOR BRAND,28.92,4383544375.68
BRC US Equity,BRADY CORP - A,28.89,3558352234.06
INTA US Equity,INTAPP INC,28.88,3660276872
MRVI US Equity,MARAVAI LIFESC-A,28.85,2199863760.6
BOX US Equity,BOX INC- CLASS A,28.82,4725097097.37
CSR US Equity,CENTERSPACE,28.81,1119511243.8
PRDO US Equity,PERDOCEO EDUCATI,28.74,1459920348.9
PAR US Equity,PAR TECHNOLOGY,28.71,2033351717.4
LMT US Equity,LOCKHEED MARTIN,28.68,136321709075.76
CPT US Equity,CAMDEN PROP TR,28.65,13351754952.53
XPO US Equity,XPO INC,28.44,13094206200
,,,
CRVL US Equity,CORVEL CORP,28.35,5435727538.9
BBY US Equity,BEST BUY CO INC,28.28,20892766435.8
JWN US Equity,NORDSTROM INC,28.26,3780136966.78
SLNO US Equity,SOLENO THERAPEUT,28.22,2006162966.34
MANH US Equity,MANHATTAN ASSOC,28.15,16900206339.24
KFY US Equity,KORN FERRY,28.01,3890916277.64
SLDB US Equity,SOLID BIOSCIENCE,28.01,303358562.82
APOG US Equity,APOGEE ENTERPR,27.98,1480488502.5
IFF US Equity,INTL FLVR & FRAG,27.89,26136037460.25
EQR US Equity,EQUITY RESIDENTI,27.83,29034225920.14
ATGE US Equity,ADTALEM GLOBAL E,27.74,2838044349.6
GENC US Equity,GENCOR INDS INC,27.7,302095238.22
HNI US Equity,HNI CORP,27.68,2465361436.6
ECL US Equity,ECOLAB INC,27.67,71544138167.04
NTNX US Equity,NUTANIX INC - A,27.53,16130354587.26
WDC US Equity,WESTERN DIGITAL,27.46,22925393165.25
KODK US Equity,EASTMAN KODAK CO,27.44,399091000
AIT US Equity,APPLIED INDU TEC,27.41,8409443980.66
AMNF US Equity,ARMANINO FOODS,27.35,189187305.5
ATR US Equity,APTARGROUP INC,27.29,10350617626.74
GOOD US Equity,GLADSTONE COMMER,27.19,671601138.59
TDS US Equity,TELEPHONE & DATA,27.17,2595610000
WOW US Equity,WIDEOPENWEST INC,27.16,436149045.25
VTR US Equity,VENTAS INC,27.14,25685770937.79
MBC US Equity,MASTERBRAND,27.07,2397796841.85
TJX US Equity,TJX COS INC,27.05,133010044610.85
DHI US Equity,DR HORTON INC,27,62563834021.44
EXPO US Equity,EXPONENT INC,26.98,5619436869.75
COLL US Equity,COLLEGIUM PHARMA,26.93,1258591251.57
MPW US Equity,MEDICAL PROPERTI,26.91,3457152000
GWOX US Equity,GOODHEART-WILLCO,26.8,251546130
MHH US Equity,MASTECH DIGITAL,26.72,124768886.4
ENV US Equity,ENVESTNET INC,26.7,3466049780.18
VCYT US Equity,VERACYTE INC,26.61,2675366278.92
AIP US Equity,ARTERIS INC,26.49,292465886.7
UAL US Equity,UNITED AIRLINES,26.44,17153656996.62
TPH US Equity,TRI POINTE HOMES,26.36,4186255695.93
VLGEA US Equity,VILLAGE SUPER -A,26.34,476637287.06
VRDR US Equity,VERDE RESOURCES,26.32,287775162
CAT US Equity,CATERPILLAR INC,26.28,178840123143.12
ARLP US Equity,ALLIANCE RESOURC,26.27,3111906138.3
ELME US Equity,ELME COMMUNITIES,26.27,1565708040.3
CWAN US Equity,CLEARWATER AN-A,26.26,6575015920.77
GPI US Equity,GROUP 1 AUTOMOTI,26.24,5133668808.45
,,,
PFMT US Equity,PERFORMANT FINAN,26.08,304127228.88
INGR US Equity,INGREDION INC,26.06,8781991821.4
TWST US Equity,TWIST BIOSCIENCE,25.99,2720731982.4
ZYME US Equity,ZYMEWORKS INC,25.99,930010335.1
CHWY US Equity,CHEWY INC- CL A,25.9,13167410095
ESS US Equity,ESSEX PROPERTY,25.88,19664162546.58
TMUS US Equity,T-MOBILE US INC,25.76,232703407541.52
CVCO US Equity,CAVCO INDUSTRIES,25.72,3596528339.44
CARG US Equity,CARGURUS INC,25.62,3137245508
CUZ US Equity,COUSINS PROP,25.61,4465314517.8
SOY CN Equity,SUNOPTA INC,25.45,799193891.16
STX US Equity,SEAGATE TECHNOLO,25.35,22046682589.32
GWW US Equity,WW GRAINGER INC,25.34,50398867150.66
ICFI US Equity,ICF INTERNATIONA,25.27,3141988755.22
IR US Equity,INGERSOLL-RAND I,25.2,39045163614.75
DCO US Equity,DUCOMMUN INC,25.18,961139802.98
CMG US Equity,CHIPOTLE MEXICAN,25.12,78375111480
AAT US Equity,AMERICAN ASSETS,25.08,1640688646.02
AVB US Equity,AVALONBAY COMMUN,25.04,32718395167.52
SKY US Equity,CHAMPION HOMES I,24.98,5343974648.49
SSNC US Equity,SS&C TECHNOLOGIE,24.97,18536567161.84
MAA US Equity,MID-AMERICA APAR,24.85,18987707289.54
IOVA US Equity,IOVANCE BIOTHERA,24.85,3080665800.8
IMMR US Equity,IMMERSION CORP,24.8,278699540.7
BAH US Equity,BOOZ ALLEN HAMIL,24.72,20397932569.98
XERS US Equity,XERIS BIOPHARMA,24.68,436566557.25
GME US Equity,GAMESTOP CORP-A,24.64,9319234585.2
SRCL US Equity,STERICYCLE INC,24.46,5726152236
LEVI US Equity,LEVI STRAUSS-A,24.36,8013662274.24
CWK US Equity,CUSHMAN & WAKEFI,24.35,3078824894.58
KO US Equity,COCA-COLA CO/THE,24.33,308758954266
SENEB US Equity,SENECA FOODS-B,24.27,427007854.25
SCCO US Equity,SOUTHERN COPPER,24.26,81381296810.8
LINC US Equity,LINCOLN EDUCATIO,24.2,392492289.81
MCCK US Equity,MESTEK INC,24.17,260217325
MAS US Equity,MASCO CORP,24.07,17920412170.29
WWD US Equity,WOODWARD INC,24.03,10025136169
CIX US Equity,COMPX INTL INC,24.02,348615163.1
DOV US Equity,DOVER CORP,24.02,25995984905.28
SOWG US Equity,SOW GOOD INC,23.98,127657534.48
MATX US Equity,MATSON INC,23.94,4523801544.64
PLUS US Equity,EPLUS INC,23.9,2657577696.68
SERA US Equity,SERA PROGNOSTI-A,23.75,246927573.4
ETON US Equity,ETON PHARMACEUTI,23.74,140032225.68
MCEM US Equity,MONARCH CEMENT,23.7,695165428.25
CPRX US Equity,CATALYST PHARMAC,23.68,2467521378.63
HLT US Equity,HILTON WORLDWIDE,23.63,55357383070.08
AGYS US Equity,AGILYSYS INC,23.54,2921737804.02
BALY US Equity,BALLY'S CORP,23.53,699933453.24
BRX US Equity,BRIXMOR PROPERTY,23.51,8359321007.64
VZ US Equity,VERIZON COMMUNIC,23.5,186608021422.68
LEN US Equity,LENNAR CORP-A,23.48,49528048621.01
GPK US Equity,GRAPHIC PACKAGIN,23.45,9036440850.36
4991 TT Equity,GCS HOLDINGS,23.44,136436497.63
VRNS US Equity,VARONIS SYSTEMS,23.41,6268596997.96
KR US Equity,KROGER CO,23.33,40073904938.42
MLAB US Equity,MESA LABS,23.25,695456086.91
CHRW US Equity,CH ROBINSON,23.22,12220913087
MHO US Equity,M/I HOMES INC,23.12,4648485921.64
ARLO US Equity,ARLO TECHNOLOGIE,23.11,1171255135.4
UDR US Equity,UDR INC,23.08,15046550852.82
ZVRA US Equity,ZEVRA THERAPEUTI,23.05,424099379.34
TECX US Equity,TECTONIC THERAPE,23.04,295868338.32
RARE US Equity,ULTRAGENYX PHARM,22.86,5414704912.5
LAUR US Equity,LAUREATE EDUCATI,22.83,2568870733.12
MRVL US Equity,MARVELL TECHNOLO,22.81,63986194000
RSG US Equity,REPUBLIC SVCS,22.8,63250212318.93
REYN US Equity,REYNOLDS CONSUME,22.72,6760149786.57
MKC US Equity,MCCORMICK-N/V,22.71,22287799937.58
KVYO US Equity,KLAVIYO INC-A,22.53,9081972383.96
FFIV US Equity,F5 INC,22.49,12778282598.76
B US Equity,BARNES GROUP INC,22.46,2002726747.8
SYK US Equity,STRYKER CORP,22.38,139020103540.84
PSMT US Equity,PRICESMART INC,22.33,2766394677.97
MDV US Equity,MODIV INDUSTRIAL,22.31,150698016
ORIC US Equity,ORIC PHARMACEUTI,22.28,793602855
DEI US Equity,DOUGLAS EMMETT,22.2,2884463824.16
PPHC LN Equity,PUBLIC POLICY-DI,22.18,209260065.09
ADC US Equity,AGREE REALTY,22.16,7491497673.05
SHW US Equity,SHERWIN-WILLIAMS,22.15,95484558107.6
PSA US Equity,PUBLIC STORAGE,22.14,63601034441.52
ESAB US Equity,ESAB CORP,22.08,6382543516.8
BTMD US Equity,BIOTE CORP-A,22.06,387712586.34
KEQU US Equity,KEWAUNEE SCI,22.05,101891747.84
ITT US Equity,ITT INC,22.01,11806467000
IMUX US Equity,IMMUNIC INC,22,164844599.28
QRHC US Equity,QUEST RESOURCE H,21.96,182228069.82
NSA US Equity,NATIONAL STORAGE,21.95,5657546330.97
TXN US Equity,TEXAS INSTRUMENT,21.85,185622244277.9
BOKU LN Equity,BOKU INC-REG S,21.72,654647127.11
EMN US Equity,EASTMAN CHEMICAL,21.67,12460824665.26
SCSC US Equity,SCANSOURCE INC,21.66,1158045312.18
HRMY US Equity,HARMONY BIOSCIE,21.64,2233037131.05
AZEK US Equity,AZEK CO INC/THE,21.59,6729793797.81
BJ US Equity,BJ'S WHOLESALE C,21.5,10738104342.42
ASRT US Equity,ASSERTIO HOLDING,21.5,123936317.7
NEN US Equity,NEW ENG RLTY-LP,21.48,290790859
TSHA US Equity,TAYSHA GENE THER,21.47,440628107.9
CPB US Equity,CAMPBELL SOUP CO,21.46,15266003958.36
ALX US Equity,ALEXANDER'S INC,21.41,1246229832.9
VMI US Equity,VALMONT INDS,21.39,5688383814.24
SPG US Equity,SIMON PROPERTY,21.36,54302525438.65
CTVA US Equity,CORTEVA INC,21.25,39603354196.58
STER US Equity,STERLING CHECK C,21.19,1653082240.81
PLXS US Equity,PLEXUS CORP,21.18,3567446889.52
HRTX US Equity,HERON THERAPEUTI,21.18,330045792.24
PG US Equity,PROCTER & GAMBLE,21.13,409366082811.24
FCPT US Equity,FOUR CORNERS PRO,21.09,2760477480.72
SPHR US Equity,SPHERE ENTERTAIN,20.94,1452240251.61
OMC US Equity,OMNICOM GROUP,20.9,20014876638.9
PDER US Equity,PARDEE RESOURCES,20.84,217065520
DLR US Equity,DIGITAL REALTY,20.82,53005648600.2
VRRM US Equity,VERRA MOBILITY C,20.71,4577506494.6
INVA US Equity,INNOVIVA INC,20.7,1211209903.2
NSIT US Equity,INSIGHT ENTERPRI,20.68,6968238995.52
ADP US Equity,AUTOMATIC DATA,20.62,112718672061.23
STXS US Equity,STEREOTAXIS INC,20.57,177514010.93
FLR US Equity,FLUOR CORP,20.47,8083083362.64
AXSM US Equity,AXSOME THERAPEUT,20.42,4600339647.2
CI US Equity,THE CIGNA GROUP,20.39,99558508563.58
INSW US Equity,INTERNATIONAL SE,20.33,2496650876.16
AVIR US Equity,ATEA PHARMACEUTI,20.33,309828740
AKRO US Equity,AKERO THERAPEUTI,20.26,1949615572.32
OFIX US Equity,ORTHOFIX MEDICAL,20.25,618813264.85
ABEO US Equity,ABEONA THERAPEUT,20.16,260752669.94
CL CN Equity,CRESCO LABS INC,20.11,727037709.96
UBER US Equity,UBER TECHNOLOGIE,20.09,155343298712.26
GD US Equity,GENERAL DYNAMICS,19.99,84320995667.73
HQY US Equity,HEALTHEQUITY INC,19.95,6944914701.45
CDP US Equity,COPT DEFENSE PRO,19.88,3379503450
RGLD US Equity,ROYAL GOLD INC,19.88,9441044330.16
OMER US Equity,OMEROS CORP,19.88,227151687.28
ENTA US Equity,ENANTA PHARMACEU,19.87,239007080.88
FSS US Equity,FED SIGNAL CORP,19.83,5599145813.04
AMGN US Equity,AMGEN INC,19.73,181284132243.6
SXT US Equity,SENSIENT TECHNOL,19.59,3284894185.92
LZB US Equity,LA-Z-BOY INC,19.56,1817393664.9
MATV US Equity,MATIV INC,19.55,978428999.85
SMG US Equity,SCOTTS MIRACLE,19.48,4197942868
ZWS US Equity,ZURN ELKAY WATER,19.37,5955148765.8
MEDP US Equity,MEDPACE HOLDINGS,19.3,11337343997.7
PBH US Equity,PRESTIGE CONSUME,19.29,3619174804.13
KRG US Equity,KITE REALTY GROU,19.25,5783796274.87
FA US Equity,FIRST ADVANTAGE,19.25,2873250500.64
AMAT US Equity,APPLIED MATERIAL,19.22,158417489550.08
TER US Equity,TERADYNE INC,19.18,21041556934.45
KAI US Equity,KADANT INC,19.17,3910704920.72
EDR US Equity,ENDEAVOR GROUP-A,19.14,13249687332.96
H US Equity,HYATT HOTELS-A,19.13,15633433530.99
BXP US Equity,BXP INC,19.12,12795793235.2
FEIM US Equity,FREQUENCY ELECT,19.08,115281361.9
BAND US Equity,BANDWIDTH INC-A,19.07,470353017.16
CUBE US Equity,CUBESMART,19.06,12147219442.26
SBGI US Equity,SINCLAIR INC,19.03,973534985.01
DSGR US Equity,DISTRIBUTION SOL,19.01,1756206441.6
KMB US Equity,KIMBERLY-CLARK,19,47405223100.25
AAPL US Equity,APPLE INC,18.98,3469584063400
UE US Equity,URBAN EDGE P,18.92,2568643235.72
SPB US Equity,SPECTRUM BRANDS,18.91,2621701737.41
OC US Equity,OWENS CORNING,18.87,15146404312
XYL US Equity,XYLEM INC,18.84,32744389692.04
JYNT US Equity,JOINT CORP/THE,18.73,171113202.75
LOW US Equity,LOWE'S COS INC,18.63,147575905123.66
KRO US Equity,KRONOS WORLDWIDE,18.62,1303361460.28
OMCL US Equity,OMNICELL INC,18.58,2052243222.14
RXT US Equity,RACKSPACE TECHNO,18.5,535698084.39
QCOM US Equity,QUALCOMM INC,18.49,188176880000
TPR US Equity,TAPESTRY INC,18.47,9800496092.97
BLDR US Equity,BUILDERS FIRSTSO,18.45,23027696219.84
SKT US Equity,TANGER INC,18.44,3489471333.76
HPQ US Equity,HP INC,18.42,33498830693.24
EXLS US Equity,EXLSERVICE HOLDI,18.38,5894502711.68
ELA US Equity,ENVELA CORP,18.31,149927742.5
DUOL US Equity,DUOLINGO,18.29,11691506446.66
MTH US Equity,MERITAGE HOMES C,18.27,7386412422.62
TSVT US Equity,2SEVENTY BIO,18.27,260064536.4
AVTR US Equity,AVANTOR INC,18.22,18348893556.57
IVT US Equity,INVENTRUST PROPE,18.21,1998513280.02
RH US Equity,RH,18.11,6363222923.16
DHR US Equity,DANAHER CORP,18.1,196896952273.03
MAC US Equity,MACERICH CO,18.1,3812247186.3
GBX US Equity,GREENBRIER COS,18.09,1594526900.46
ATEX US Equity,ANTERIX INC,18.07,731519510.68
AIV US Equity,APARTMENT INVEST,18.01,1381134391.56
NATL US Equity,NCR ATLEOS CORP,17.99,2072745568.02
CTO US Equity,CTO REALTY GROWT,17.93,443213524.71
ABM US Equity,ABM INDUSTRIES,17.9,3270168768.72
GEN US Equity,GEN DIGITAL INC,17.88,16299102556.08
LTC US Equity,LTC PROPERTIES,17.87,1565686224
DOCN US Equity,DIGITALOCEAN HOL,17.83,3979855217.58
AVNT US Equity,AVIENT CORP,17.77,4392142072.5
TNL US Equity,TRAVEL + LEISURE,17.74,3104399477
SILA US Equity,SILA REALTY TRUS,17.67,1386457833.6
DAL US Equity,DELTA AIR LI,17.59,30295983256.32
VVX US Equity,V2X INC,17.57,1703062888.8
CENX US Equity,CENTURY ALUMINUM,17.55,1324051254.04
SCI US Equity,SERVICE CORP INT,17.54,11490753510
GIS US Equity,GENERAL MILLS IN,17.52,41364889489.98
BCPC US Equity,BALCHEM CORP,17.47,5668893117.63
CRWD US Equity,CROWDSTRIKE HO-A,17.44,73521572324.25
CLX US Equity,CLOROX CO,17.44,20230306144.85
GOOGL US Equity,ALPHABET INC-A,17.4,2020111800000
EVGO US Equity,EVGO INC,17.32,1271027049.6
ATRO US Equity,ASTRONICS CORP,17.28,708221537.61
FLS US Equity,FLOWSERVE CORP,17.25,6292836394.5
SAFE US Equity,SAFEHOLD INC,17.25,1925198879.45
TRNS US Equity,TRANSCAT INC,17.1,1170761334.88
SNBR US Equity,SLEEP NUMBER COR,17.06,388082800
LITE US Equity,LUMENTUM HOL,17.04,4171800000
ESBA US Equity,EMPIRE STATE -ES,16.91,292791998.13
GEHC US Equity,GE HEALTHCARE TE,16.89,41227468200.84
ACTG US Equity,ACACIA RESEARCH,16.84,459719602.22
AZO US Equity,AUTOZONE INC,16.83,51601360854.6
FRMO US Equity,FRMO CORP,16.82,324839790
CWST US Equity,CASELLA WASTE,16.81,6320038338.81
COO US Equity,COOPER COS INC,16.78,22004702575.47
ORLY US Equity,O'REILLY AUTOMOT,16.73,64331181659.2
CAG US Equity,CONAGRA BRANDS I,16.68,15473304987
NVRI US Equity,ENVIRI CORP,16.67,841172860.5
DOC US Equity,HEALTHPEAK PROPE,16.6,15391404022.14
EVRI US Equity,EVERI HOLDINGS I,16.59,1127270508.48
CDRE US Equity,CADRE HOLDINGS I,16.45,1543509623.88
NSSC US Equity,NAPCO SECURITY,16.44,1459491562.18
MSFT US Equity,MICROSOFT CORP,16.38,3235378616097.87
BALL US Equity,BALL CORP,16.34,20129514441.69
WSO US Equity,WATSCO INC,16.31,19781676984.74
RWWI US Equity,RAND WORLDWIDE I,16.25,587893431
ACEL US Equity,ACCEL ENTERTAINM,16.16,985832710.66
AN US Equity,AUTONATION INC,16.12,6919652723.37
VIRC US Equity,VIRCO MFG,16.07,226259849.34
RUM US Equity,RUMBLE INC,16.04,1475633114.04
EXR US Equity,EXTRA SPACE STOR,16.03,38234055864.95
ROL US Equity,ROLLINS INC,15.99,24288339076
BKD US Equity,BROOKDALE SR,15.98,1331106851.25
GBTG US Equity,GLOBAL BUSINESS,15.97,3540066601.28
LIN US Equity,LINDE PLC,15.95,225338316617.67
MTD US Equity,METTLER-TOLEDO,15.92,30030811530.7
ROIC US Equity,RETAIL OPPORTUNI,15.87,2003582444.88
HCKT US Equity,HACKETT GROUP,15.86,719384151.08
TMO US Equity,THERMO FISHER,15.85,234426858898.54
ADI US Equity,ANALOG DEVICES,15.69,112594785724.9
ANGI US Equity,ANGI INC,15.66,1436167454.4
UFI US Equity,UNIFI INC,15.62,140563646.3
KBR US Equity,KBR INC,15.58,8459330444.4
ELV US Equity,ELEVANCE HEALTH,15.55,125185907937.64
PLNT US Equity,PLANET FITNESS-A,15.53,7188245065.8
NNN US Equity,NNN REIT INC,15.46,8777122869.6
BKNG US Equity,BOOKING HOLDINGS,15.39,136243448075.88
PANW US Equity,PALO ALTO NETWOR,15.34,110743072000
CHH US Equity,CHOICE HOTELS,15.31,6139280370.14
HLMN US Equity,HILLMAN SOLUTION,15.31,2083852088.28
UAN US Equity,CVR PARTNERS LP,15.22,739346108.15
J US Equity,JACOBS SOLUTIONS,15.21,18468271325.28
WM US Equity,WASTE MANAGEMENT,15.21,81908356190.7
RRX US Equity,REGAL REXNORD CO,15.15,11290030982.05
LYTS US Equity,LSI INDUSTRIES,15.08,477374636.44
GHC US Equity,GRAHAM HOLDING-B,15.07,3501590380.2
GOSS US Equity,GOSSAMER BIO INC,15.07,237538621.95
KD US Equity,KYNDRYL HOLDINGS,14.92,5521234717.92
SLGN US Equity,SILGAN HOLDINGS,14.9,5485255517.72
TTMI US Equity,TTM TECHNOLOGIES,14.86,1851436988.16
RYTM US Equity,RHYTHM PHARMACEU,14.86,3227862792
ESRT US Equity,EMPIRE STATE REA,14.84,1816862900.37
GNK US Equity,GENCO SHIPPING &,14.79,768359373.15
FBIN US Equity,FORTUNE BRANDS I,14.77,10744001857.6
IDT US Equity,IDT CORP-CLASS B,14.74,988473414.75
TSN US Equity,TYSON FOODS-A,14.73,21399598037.72
PRFT US Equity,PERFICIENT INC,14.71,2654327377
ARHS US Equity,ARHAUS INC,14.7,1847171478.24
KDP US Equity,KEURIG DR PEPPER,14.7,50798995682.42
GLUE US Equity,MONTE ROSA THERA,14.69,397695899.52
ZG US Equity,ZILLOW GROUP I-A,14.69,15410541787.93
SHOO US Equity,STEVEN MADDEN,14.65,3447113135.02
HD US Equity,HOME DEPOT INC,14.64,387245355957.22
SGC US Equity,SUPERIOR GROUP O,14.53,252281621.76
FDP US Equity,FRESH DEL MONTE,14.5,1398794773.52
PAYX US Equity,PAYCHEX INC,14.5,47939179608.3
CVLG US Equity,COVENANT LOGISTI,14.45,689363231.12
AUR US Equity,AURORA INNOVATIO,14.42,8509227920
CCS US Equity,CENTURY COMMUNIT,14.32,3236103831.8
VRTX US Equity,VERTEX PHARM,14.26,119996876218.76
GEO US Equity,GEO GROUP INC/TH,14.22,1727223396.88
FCN US Equity,FTI CONSULTING,14.03,8153396887.2
HOLX US Equity,HOLOGIC INC,13.91,18904610429.34
MSGS US Equity,MADISON SQUARE G,13.85,4958561671.8
IT US Equity,GARTNER INC,13.85,39576995795.26
VRE US Equity,VERIS RESIDENTIA,13.77,1637990751.84
CCRD US Equity,CORECARD CORP,13.74,126225668.14
NOC US Equity,NORTHROP GRUMMAN,13.57,76797775484.32
MD US Equity,PEDIATRIX MEDICA,13.55,906743280.96
CNXN US Equity,PC CONNECTION,13.43,1995654031.8
EBF US Equity,ENNIS INC,13.38,622576975.44
GTY US Equity,GETTY REALTY,13.18,1732848612.3
XHR US Equity,XENIA HOTELS & R,13.13,1545769343.32
CAKE US Equity,CHEESECAKE FACTO,13.12,1970273024.76
MRC US Equity,MRC GLOBAL INC,13.08,1061194835.85
SXI US Equity,STANDEX INTL CO,13.07,2120390531.72
HPE US Equity,HEWLETT PACKA,13.04,24427957099.59
SDST US Equity,STARDUST POWER I,13.01,596722096.08
KIM US Equity,KIMCO REALTY,12.97,15666466298
KTOS US Equity,KRATOS DEFENSE &,12.91,3459393963
G US Equity,GENPACT LTD,12.89,6891908833.08
ACA US Equity,ARCOSA INC,12.81,4539838946.94
BNL US Equity,BROADSTONE NET,12.8,3530932494.05
DGX US Equity,QUEST DIAGNOSTIC,12.79,17030419651.92
OSIS US Equity,OSI SYSTEMS INC,12.76,2411228855.84
RVTY US Equity,REVVITY INC,12.65,15156848046.12
YEXT US Equity,YEXT INC,12.56,848114678.58
ANIK US Equity,ANIKA THERAPEUTI,12.53,377316513
AMH US Equity,AMERICAN HOMES-A,12.49,14520697709.7
WVE US Equity,WAVE LIFE SCIENC,12.48,708511056.16
LHX US Equity,L3HARRIS TECHNOL,12.47,44241147359.9
CCCC US Equity,C4 THERAPEUTICS,12.39,440294731.55
ROST US Equity,ROSS STORES INC,12.34,51194271992.24
KAR US Equity,OPENLANE INC,12.29,1806339723.98
ALTR US Equity,ALTAIR ENGINEE-A,12.22,8074916196.13
GFF US Equity,GRIFFON CORP,12.12,3343988731.2
HNST US Equity,HONEST CO INC/TH,12.12,370302082.8
NYT US Equity,NEW YORK TIMES-A,12.1,8948894607.15
FRT US Equity,FED REALTY INVS,12.07,9457270511.38
SWI US Equity,SOLARWINDS CORP,12.06,2178574187.18
TBRG US Equity,TRUBRIDGE INC,12.05,187751903.05
CAH US Equity,CARDINAL HEALTH,12.03,27060982436.16
PINE US Equity,ALPINE INCOME,12.01,245371626
BGNE US Equity,BEIGENE LTD-ADR,11.99,22120354971.71
SWK US Equity,STANLEY BLACK &,11.95,16462887624.12
